"sample_name","tax_id","tax_level","genus_tax_id","name","common_name","category","is_phage","agg_score","max_z_score","nt_z_score","nt_rpm","nt_count","nt_contigs","nt_contig_r","nt_percent_identity","nt_alignment_length","nt_e_value","nt_bg_mean","nt_bg_stdev","nt_bg_mean_mass_normalized","nt_bg_stdev_mass_normalized","nr_z_score","nr_rpm","nr_count","nr_contigs","nr_contig_r","nr_percent_identity","nr_alignment_length","nr_e_value","nr_bg_mean","nr_bg_stdev","nr_bg_mean_mass_normalized","nr_bg_stdev_mass_normalized","species_tax_ids","known_pathogen","expected_bg_count","p_val","p_adj"
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",1813,2,1813,"Amycolatopsis","","bacteria","false",476809.001200899,100,100,3.47495209955255,61,NA,NA,90.349,70,"10^-22.8882",NA,NA,NA,NA,100,48.3075308265666,848,1,837,85.78,41.9755,"10^7.08282e-17",NA,NA,NA,NA,"[715473, 33910, 31958, 941987, 1896961, 1447705, 2653857]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",1918385,2,1918385,"Acutalibacter","","bacteria","false",463706.72279275,100,100,45.1174108663216,792,4,298,91.953,140.263,"10^-54.2651",NA,NA,NA,NA,100,3.24708638810648,57,1,22,92.3411,77.9231,"10^1.33846e-12",NA,NA,NA,NA,"[1796620, 2320852, 2320081]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",35832,2,35832,"Bilophila","","bacteria","false",444338.137319834,100,100,0.797529990061241,14,NA,NA,94.9909,105.25,"10^-51.9037",NA,NA,NA,NA,100,44.5477465877064,782,2,706,40.9729,429.533,"10^5.48919e-10",NA,NA,NA,NA,"[35833, 529385, 693988, 1647675]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",2678885,2,2678885,"Faecalibacillus","","bacteria","false",432944.851747531,100,100,41.8133580503536,734,1,42,93.5411,102.76,"10^-44.4649",NA,NA,NA,NA,100,6.83597134338206,120,NA,NA,83.435,39.35,"10^3.70535e-05",NA,NA,NA,NA,"[1982626, 1982628]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",400634,2,400634,"Lysinibacillus","","bacteria","false",426678.544682764,100,100,8.14619918419696,143,1,18,88.5305,128.368,"10^-48.6904",NA,NA,NA,NA,100,44.7756122991525,786,NA,NA,71.9785,42.6667,"10^5.22108e-06",NA,NA,NA,NA,"[2081964, 28031, 1421, 2796169, 1145276, 2304605, 2792479, 2792480, 2070463, 309788]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",32012,2,32012,"Thiomonas","","bacteria","false",411867.273438769,100,100,0.968429273645792,17,NA,NA,88.331,112,"10^-44.2258",NA,NA,NA,NA,100,41.1867273438769,723,NA,NA,76.4883,38.4951,"10^3.31775e-05",NA,NA,NA,NA,"[554131, 926]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",1573536,2,1573536,"Faecalicoccus","","bacteria","false",406740.294931233,100,100,0.569664278615172,10,NA,NA,83.563,143,"10^-52.7983",NA,NA,NA,NA,100,40.7879623488463,716,3,620,46.7443,147.847,"10^3.29376e-12",NA,NA,NA,NA,"[1323, 915173]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",713,2,713,"Actinobacillus","","bacteria","false",397625.66647339,100,100,7.57653490558179,133,NA,NA,90.5151,99.8125,"10^-44.0936",NA,NA,NA,NA,100,39.2498687965854,689,NA,NA,91.9308,40.4417,"10^5.83468e-07",NA,NA,NA,NA,"[715, 2774188, 51161, 716, 718, 723, 67854]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",2048137,2,2048137,"Agathobaculum","","bacteria","false",392498.687965853,100,100,0.854496417922758,15,NA,NA,100,146,"10^-87.0984",NA,NA,NA,NA,100,65.7392577521909,1154,5,360,88.5805,49.9758,"10^0.023518",NA,NA,NA,NA,"[1628085, 2479843, 2763014, 39484, 2763013]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",171003,2,171003,"Caloranaerobacter","","bacteria","false",370851.445378477,100,100,6.89293777124358,121,NA,NA,90.1943,79.8095,"10^-29.0938",NA,NA,NA,NA,100,30.7618710452193,540,3,157,69.5598,37.8931,"10^0.000220281",NA,NA,NA,NA,"[116090, 1323370]",0,0,0,0
